C:\Users\Devin\Desktop\data\IMG\center_2019_03_03_10_13_57_126.jpg, C:\Users\Devin\Desktop\data\IMG\left_2019_03_03_10_13_57_126.jpg, C:\Users\Devin\Desktop\data\IMG\right_2019_03_03_10_13_57_126.jpg, 0, 0, 0, 7.964129E-05
C:\Users\Devin\Desktop\data\IMG\center_2019_03_03_10_13_57_229.jpg, C:\Users\Devin\Desktop\data\IMG\left_2019_03_03_10_13_57_229.jpg, C:\Users\Devin\Desktop\data\IMG\right_2019_03_03_10_13_57_229.jpg, 0, 0, 0, 8.018355E-05
C:\Users\Devin\Desktop\data\IMG\center_2019_03_03_10_13_57_330.jpg, C:\Users\Devin\Desktop\data\IMG\left_2019_03_03_10_13_57_330.jpg, C:\Users\Devin\Desktop\data\IMG\right_2019_03_03_10_13_57_330.jpg, 0, 0, 0, 7.772365E-05
C:\Users\Devin\Desktop\data\IMG\center_2019_03_03_10_13_57_431.jpg, C:\Users\Devin\Desktop\data\IMG\left_2019_03_03_10_13_57_431.jpg, C:\Users\Devin\Desktop\data\IMG\right_2019_03_03_10_13_57_431.jpg, 0, 0, 0, 7.812929E-05
C:\Users\Devin\Desktop\data\IMG\center_2019_03_03_10_13_57_532.jpg, C:\Users\Devin\Desktop\data\IMG\left_2019_03_03_10_13_57_532.jpg, C:\Users\Devin\Desktop\data\IMG\right_2019_03_03_10_13_57_532.jpg, 0, 0, 0, 7.802463E-05
C:\Users\Devin\Desktop\data\IMG\center_2019_03_03_10_13_57_635.jpg, C:\Users\Devin\Desktop\data\IMG\left_2019_03_03_10_13_57_635.jpg, C:\Users\Devin\Desktop\data\IMG\right_2019_03_03_10_13_57_635.jpg, 0, 0, 0, 7.987103E-05
C:\Users\Devin\Desktop\data\IMG\center_2019_03_03_10_13_57_738.jpg, C:\Users\Devin\Desktop\data\IMG\left_2019_03_03_10_13_57_738.jpg, C:\Users\Devin\Desktop\data\IMG\right_2019_03_03_10_13_57_738.jpg, 0, 0, 0, 7.845752E-05
C:\Users\Devin\Desktop\data\IMG\center_2019_03_03_10_13_57_839.jpg, C:\Users\Devin\Desktop\data\IMG\left_2019_03_03_10_13_57_839.jpg, C:\Users\Devin\Desktop\data\IMG\right_2019_03_03_10_13_57_839.jpg, 0, 0, 0, 7.82405E-05
C:\Users\Devin\Desktop\data\IMG\center_2019_03_03_10_13_57_940.jpg, C:\Users\Devin\Desktop\data\IMG\left_2019_03_03_10_13_57_940.jpg, C:\Users\Devin\Desktop\data\IMG\right_2019_03_03_10_13_57_940.jpg, 0, 0, 0, 7.928644E-05
C:\Users\Devin\Desktop\data\IMG\center_2019_03_03_10_13_58_043.jpg, C:\Users\Devin\Desktop\data\IMG\left_2019_03_03_10_13_58_043.jpg, C:\Users\Devin\Desktop\data\IMG\right_2019_03_03_10_13_58_043.jpg, 0, 0, 0, 7.963837E-05
